device_uptime_ms,raw_ir,raw_red,avg_ir,avg_red,detrended_ir,filtered_ir,beat_marker,bpm
374787,249205,198841,248495,198540,888.84,2128.94,0.00,63.98
374827,249339,198880,248513,198545,971.70,2480.51,0.00,63.98
374867,249571,198958,248527,198550,1143.52,2899.22,0.00,63.98
374907,249843,199070,248539,198553,1344.73,3395.17,0.00,63.98
374947,250015,199123,248552,198558,1440.89,3868.84,0.00,63.98
374987,248582,198518,248502,198535,7.50,3101.08,0.00,63.98
375027,247001,197861,248378,198483,-1494.83,1285.00,0.00,63.98
375067,246451,197638,248229,198420,-1942.59,-526.08,0.00,63.98
375107,246549,197677,248151,198386,-1752.36,-1822.75,0.00,63.98
375147,246836,197802,248147,198382,-1392.09,-2571.87,0.00,63.98
375187,247170,197948,248169,198389,-1005.19,-2861.65,0.00,63.98
375227,247516,198098,248198,198399,-626.23,-2790.31,0.00,63.98
375267,247645,198144,248219,198406,-472.38,-2610.15,0.00,63.98
375307,247461,198086,248214,198401,-623.56,-2586.97,0.00,63.98
375347,247274,198005,248179,198385,-770.03,-2685.60,0.00,63.98
375387,247355,198041,248143,198370,-654.58,-2672.14,0.00,63.98
375427,247485,198095,248124,198361,-498.34,-2536.39,0.00,63.98
375467,247684,198180,248120,198358,-284.38,-2256.61,0.00,63.98
375507,247947,198290,248128,198360,-20.31,-1821.54,0.00,63.98
375547,248238,198386,248143,198364,257.16,-1251.51,0.00,63.98
375587,248569,198513,248154,198367,558.75,-554.20,0.00,63.98
375627,248789,198603,248157,198366,739.81,148.49,0.00,63.98
375667,249014,198682,248157,198363,916.58,852.05,0.00,63.98
375707,249325,198797,248162,198362,1166.20,1614.60,1614.60,64.69
375747,249588,198886,248178,198364,1357.75,2377.88,0.00,64.69
375787,249771,198954,248200,198369,1463.72,3073.28,0.00,64.69
375827,249823,198975,248220,198373,1439.94,3610.58,0.00,64.69
375867,248212,198326,248165,198347,-162.52,2758.45,0.00,64.69
375907,246673,197717,248038,198293,-1616.44,913.61,0.00,64.69
375947,246208,197537,247886,198230,-1977.36,-851.00,0.00,64.69
375987,246205,197556,247791,198191,-1881.34,-2185.88,0.00,64.69
376027,246449,197643,247769,198183,-1555.47,-2993.08,0.00,64.69
376067,246685,197762,247778,198188,-1253.50,-3397.26,0.00,64.69
376107,246974,197887,247795,198196,-916.28,-3450.83,0.00,64.69
376147,247090,197925,247806,198201,-760.27,-3368.88,0.00,64.69
376187,246990,197878,247798,198198,-817.25,-3348.90,0.00,64.69
376227,246967,197859,247776,198189,-798.23,-3317.71,0.00,64.69
376267,247023,197905,247751,198179,-705.12,-3218.27,0.00,64.69
376307,247204,197982,247741,198175,-497.92,-2972.95,0.00,64.69
376347,247525,198098,247751,198179,-168.08,-2512.82,0.00,64.69
376387,247858,198221,247771,198186,156.67,-1884.92,0.00,64.69
376427,248156,198305,247798,198194,431.94,-1162.39,0.00,64.69
376467,248478,198440,247830,198205,716.23,-356.92,0.00,64.69
376507,248579,198487,247855,198212,776.38,335.56,0.00,64.69
376547,248544,198475,247867,198216,704.31,831.90,0.00,64.69
376587,248712,198540,247873,198217,828.70,1328.48,1328.48,65.40
376627,249099,198664,247886,198220,1154.92,1986.72,0.00,65.40
376667,249420,198789,247902,198224,1402.12,2711.08,0.00,65.40
376707,249708,198894,247917,198228,1605.62,3453.36,0.00,65.40
376747,248743,198502,247883,198212,608.59,3249.57,0.00,65.40
376787,246842,197751,247766,198164,-1227.78,1617.43,0.00,65.40
376827,246126,197467,247618,198104,-1846.59,-183.33,0.00,65.40
376867,245958,197426,247528,198068,-1913.86,-1677.75,0.00,65.40
376907,246183,197543,247509,198061,-1604.42,-2625.74,0.00,65.40
376947,246553,197679,247522,198067,-1172.70,-3038.76,0.00,65.40
376987,247012,197861,247555,198079,-678.02,-2973.42,0.00,65.40
377027,247246,197941,247587,198091,-421.81,-2716.18,0.00,65.40
377067,247263,197945,247610,198098,-384.58,-2480.61,0.00,65.40
377107,247095,197880,247614,198098,-524.95,-2404.45,0.00,65.40
377147,247139,197893,247616,198097,-456.91,-2289.08,0.00,65.40
377187,247310,197974,247629,198100,-271.61,-2048.56,0.00,65.40
377227,247649,198095,247657,198110,64.02,-1587.63,0.00,65.40
377257,247984,198222,247695,198122,379.06,-966.86,0.00,65.40
377297,248346,198358,247741,198138,704.02,-210.27,0.00,65.40
377337,248653,198472,247786,198152,960.47,600.16,0.00,65.40
377377,248844,198547,247825,198166,1093.89,1355.24,1355.24,68.38
377417,248951,198594,247857,198177,1140.84,1996.87,0.00,68.38
377457,248848,198579,247872,198183,985.95,2386.26,0.00,68.38
377497,248836,198591,247882,198187,925.25,2649.20,0.00,68.38
377537,249081,198669,247904,198195,1111.73,3008.75,0.00,68.38
377577,249317,198751,247928,198203,1280.34,3431.28,0.00,68.38
377617,247997,198204,247884,198185,-37.67,2714.88,0.00,68.38
377657,246593,197636,247771,198138,-1369.59,1076.23,0.00,68.38
377697,246225,197493,247631,198082,-1650.72,-459.59,0.00,68.38
377737,246360,197551,247536,198044,-1439.94,-1519.62,0.00,68.38
377777,246751,197708,247532,198043,-996.48,-2012.89,0.00,68.38
377817,247312,197930,247580,198061,-413.70,-1941.27,0.00,68.38
377857,247839,198128,247655,198089,107.62,-1466.92,0.00,68.38
377897,247864,198128,247722,198113,126.00,-1072.73,0.00,68.38
377937,247618,198027,247765,198127,-114.00,-949.39,0.00,68.38
377977,247483,197982,247784,198131,-236.55,-948.75,0.00,68.38
378017,247622,198034,247799,198135,-92.67,-833.13,0.00,68.38
378057,247910,198159,247825,198144,185.56,-518.06,0.00,68.38
378097,248166,198267,247867,198159,419.48,-78.86,0.00,68.38
378137,248438,198360,247919,198178,656.91,462.44,0.00,68.38
378177,248748,198490,247977,198199,918.56,1104.80,1104.80,69.16
378217,249030,198587,248032,198218,1140.53,1796.27,0.00,69.16
378257,249288,198680,248084,198237,1328.61,2499.90,0.00,69.16
378297,249490,198746,248130,198252,1454.08,3163.18,0.00,69.16
378337,249776,198850,248175,198267,1653.08,3853.01,0.00,69.16
378377,250051,198952,248223,198283,1831.67,4547.74,0.00,69.16
378417,248778,198417,248216,198276,530.73,4062.78,0.00,69.16
378457,247069,197733,248145,198242,-1119.36,2354.74,0.00,69.16
378497,246696,197599,248060,198203,-1417.73,749.60,0.00,69.16
378537,246816,197652,247969,198162,-1232.84,-386.59,0.00,69.16
378577,247103,197774,247880,198123,-898.55,-1028.11,0.00,69.16
378617,247469,197931,247859,198112,-505.92,-1227.23,0.00,69.16
378657,247943,198123,247913,198132,-30.33,-1006.04,0.00,69.16
378697,247926,198122,247981,198157,-44.97,-840.81,0.00,69.16
378737,247638,198015,248032,198175,-316.31,-925.70,0.00,69.16
378777,247431,197945,248060,198185,-497.14,-1138.27,0.00,69.16
378817,247489,197960,248067,198186,-417.19,-1244.37,0.00,69.16
378857,247706,198048,248061,198183,-190.17,-1147.63,0.00,69.16
378897,247969,198156,248066,198184,69.19,-862.75,0.00,69.16
378937,248272,198272,248092,198194,353.58,-407.34,0.00,69.16
378977,248533,198371,248134,198209,583.84,141.20,0.00,69.16
379017,248789,198464,248180,198226,797.84,751.24,0.00,69.16
379057,249023,198568,248225,198243,980.25,1385.19,1385.19,71.64
379097,249153,198608,248264,198256,1054.73,1951.94,0.00,71.64
379137,249388,198698,248302,198270,1225.25,2541.75,0.00,71.64
379177,249254,198628,248323,198275,1036.69,2862.75,0.00,71.64
379217,247500,197922,248262,198249,-681.45,1745.04,0.00,71.64
379257,246512,197521,248150,198203,-1585.98,127.24,0.00,71.64
379297,246335,197456,248024,198151,-1674.83,-1238.07,0.00,71.64
379337,246477,197533,247892,198098,-1456.19,-2155.40,0.00,71.64
379377,246711,197624,247759,198045,-1161.08,-2653.19,0.00,71.64
379417,247031,197755,247689,198019,-799.03,-2761.77,0.00,71.64
379457,247390,197897,247702,198025,-418.03,-2543.84,0.00,71.64
379497,247379,197893,247729,198037,-407.58,-2361.14,0.00,71.64
379537,247269,197836,247747,198044,-491.70,-2282.27,0.00,71.64
379577,247299,197836,247755,198047,-438.62,-2176.72,0.00,71.64
379617,247502,197917,247756,198046,-223.84,-1920.45,0.00,71.64
379657,247852,198057,247753,198044,119.84,-1440.48,0.00,71.64
379697,248290,198222,247767,198048,529.95,-728.43,0.00,71.64
379737,248685,198367,247809,198062,878.70,120.22,0.00,71.64
379777,249081,198513,247875,198084,1210.97,1064.95,0.00,71.64
379817,249362,198622,247950,198111,1417.38,1985.86,1985.86,74.30
379857,249556,198688,248024,198136,1530.81,2813.34,0.00,74.30
379897,249641,198729,248091,198159,1535.02,3478.68,0.00,74.30
379937,249691,198753,248148,198179,1505.77,3987.56,0.00,74.30
379977,249850,198797,248200,198196,1581.53,4455.27,0.00,74.30
380017,249876,198800,248244,198209,1527.16,4785.94,0.00,74.30
380057,248217,198126,248212,198191,-125.25,3728.55,0.00,74.30
380097,246497,197452,248105,198145,-1752.98,1580.46,0.00,74.30
380137,245968,197252,247969,198087,-2167.89,-469.95,0.00,74.30
380177,245907,197265,247835,198033,-2117.45,-2069.92,0.00,74.30
380217,246056,197324,247777,198009,-1870.03,-3151.96,0.00,74.30
380257,246257,197422,247767,198005,-1585.58,-3790.03,0.00,74.30
380297,246563,197540,247776,198008,-1215.59,-4004.50,0.00,74.30
380337,246712,197601,247785,198011,-1013.27,-4014.21,0.00,74.30
380377,246578,197535,247780,198007,-1089.91,-4083.30,0.00,74.30
380417,246506,197508,247759,197998,-1103.81,-4149.69,0.00,74.30
380457,246590,197533,247727,197983,-968.83,-4094.81,0.00,74.30
380497,246756,197606,247702,197972,-762.69,-3886.00,0.00,74.30
380537,246932,197674,247688,197965,-557.36,-3554.69,0.00,74.30
380577,247209,197788,247685,197963,-266.34,-3056.82,0.00,74.30
380617,247432,197886,247682,197962,-41.17,-2478.40,0.00,74.30
380657,247643,197964,247674,197958,161.34,-1853.64,0.00,74.30
380697,247902,198061,247658,197952,399.33,-1163.45,0.00,74.30
380737,248065,198100,247633,197941,534.22,-503.39,0.00,74.30
380777,248220,198150,247599,197927,654.75,121.09,0.00,74.30
380817,248425,198237,247561,197911,816.77,750.29,0.00,74.30
380857,248546,198290,247521,197895,890.88,1312.93,1312.93,68.97
380897,248775,198371,247486,197881,1063.88,1901.44,0.00,68.97
380937,249086,198473,247462,197870,1306.12,2566.05,0.00,68.97
380977,248570,198254,247411,197848,750.62,2653.34,0.00,68.97
381017,246605,197449,247280,197794,-1153.66,1199.75,0.00,68.97
381057,245692,197107,247179,197753,-1963.33,-610.86,0.00,68.97
381097,245452,197049,247137,197737,-2093.16,-2163.22,0.00,68.97
381137,245550,197110,247121,197731,-1895.39,-3246.88,0.00,68.97
381177,245741,197189,247114,197728,-1619.17,-3892.85,0.00,68.97
381217,245933,197277,247109,197726,-1355.81,-4198.93,0.00,68.97
381257,246203,197382,247107,197725,-1031.52,-4184.35,0.00,68.97
381297,246252,197391,247095,197719,-933.39,-4094.20,0.00,68.97
381337,246163,197359,247073,197709,-971.27,-4052.37,0.00,68.97
381377,246179,197355,247057,197702,-907.50,-3967.90,0.00,68.97
381417,246313,197414,247049,197698,-734.83,-3762.18,0.00,68.97
381457,246555,197513,247047,197697,-468.19,-3384.29,0.00,68.97
381497,246838,197626,247051,197698,-175.92,-2848.17,0.00,68.97
381537,247008,197686,247054,197699,-5.62,-2283.04,0.00,68.97
381577,247322,197803,247058,197699,292.95,-1592.07,0.00,68.97
381607,247514,197877,247062,197699,460.70,-905.09,0.00,68.97
381647,247591,197898,247060,197696,510.81,-315.42,0.00,68.97
381687,247847,197992,247057,197694,728.47,330.44,0.00,68.97
381727,248063,198064,247057,197692,897.25,982.15,982.15,67.61
381767,248295,198157,247060,197692,1072.78,1643.94,0.00,67.61
381807,248485,198227,247063,197692,1199.64,2274.87,0.00,67.61
381847,248584,198268,247064,197691,1233.70,2806.86,0.00,67.61
381887,248825,198340,247066,197690,1400.97,3366.26,0.00,67.61
381927,248977,198405,247062,197687,1475.31,3873.26,0.00,67.61
381967,247400,197758,247015,197667,-96.61,3021.32,0.00,67.61
382007,246003,197195,246991,197657,-1418.92,1281.92,0.00,67.61
382047,245621,197043,246988,197655,-1710.88,-343.17,0.00,67.61
382087,245695,197090,246998,197656,-1555.03,-1518.56,0.00,67.61
382127,245893,197165,247012,197658,-1289.17,-2246.18,0.00,67.61
382167,246123,197261,247027,197661,-1006.22,-2601.92,0.00,67.61
382207,246517,197421,247050,197667,-581.61,-2546.83,0.00,67.61
382247,246662,197471,247069,197671,-414.78,-2369.29,0.00,67.61
382287,246587,197446,247082,197673,-465.30,-2267.67,0.00,67.61
382327,246460,197394,247094,197674,-562.69,-2264.28,0.00,67.61
382367,246495,197409,247106,197676,-501.30,-2212.46,0.00,67.61
382407,246768,197506,247125,197680,-216.88,-1943.47,0.00,67.61
382447,247130,197644,247148,197685,137.88,-1444.48,0.00,67.61
382487,247501,197796,247174,197692,483.44,-768.83,0.00,67.61
382527,247767,197903,247205,197701,711.97,-45.49,0.00,67.61
382567,247840,197947,247225,197707,745.72,560.18,0.00,67.61
382607,247855,197957,247239,197710,722.69,1026.30,1026.30,67.61
382647,248133,198043,247261,197716,950.66,1581.56,0.00,67.61
382687,248515,198178,247287,197723,1266.02,2278.06,0.00,67.61
382727,248832,198300,247318,197732,1503.86,3025.54,0.00,67.61
382767,249049,198373,247348,197741,1634.81,3728.28,0.00,67.61
382807,249296,198466,247381,197751,1787.72,4412.80,0.00,67.61
382847,249508,198556,247418,197762,1899.73,5050.03,0.00,67.61
382887,249312,198466,247437,197767,1618.55,5334.86,0.00,67.61
382927,247354,197671,247372,197738,-322.48,4009.90,0.00,67.61
382967,246123,197177,247321,197715,-1475.81,2027.27,0.00,67.61
383007,245858,197083,247315,197710,-1653.77,298.80,0.00,67.61
383047,246051,197172,247332,197715,-1387.73,-871.15,0.00,67.61
383087,246397,197309,247361,197724,-989.64,-1488.63,0.00,67.61
383127,246778,197465,247396,197736,-578.20,-1653.47,0.00,67.61
383167,247130,197606,247436,197750,-214.89,-1494.68,0.00,67.61
383207,247154,197612,247462,197758,-181.34,-1340.82,0.00,67.61
383247,246944,197527,247473,197760,-371.78,-1370.08,0.00,67.61
383287,246861,197494,247484,197762,-432.05,-1441.70,0.00,67.61
383327,247032,197563,247507,197768,-248.00,-1351.76,0.00,67.61
383367,247322,197671,247540,197779,39.91,-1049.49,0.00,67.61
383407,247684,197810,247577,197791,381.81,-534.14,0.00,67.61
383447,248053,197962,247613,197804,713.27,143.30,0.00,67.61
383487,248345,198074,247647,197815,955.00,878.64,0.00,67.61
383527,248567,198167,247679,197825,1118.16,1597.44,1597.44,64.69
383567,248787,198238,247717,197837,1271.25,2294.95,0.00,64.69
383607,249006,198324,247763,197852,1415.73,2968.55,0.00,64.69
383647,249259,198416,247808,197867,1585.30,3643.08,0.00,64.69
383687,249450,198480,247846,197879,1687.48,4264.45,0.00,64.69
383727,249674,198552,247879,197889,1815.91,4864.28,0.00,64.69
383767,250032,198687,247919,197901,2065.20,5543.59,0.00,64.69
383807,249131,198295,247912,197895,1106.00,5319.67,0.00,64.69
383847,247045,197469,247813,197851,-931.00,3510.94,0.00,64.69
383887,246508,197258,247701,197803,-1394.59,1693.07,0.00,64.69
383927,246579,197284,247670,197787,-1257.41,348.53,0.00,64.69
383967,246893,197415,247701,197797,-896.23,-438.16,0.00,64.69
384007,247276,197577,247758,197817,-487.58,-740.59,0.00,64.69
384047,247782,197791,247827,197841,17.50,-578.47,0.00,64.69
384087,248106,197900,247895,197865,324.42,-203.24,0.00,64.69
384127,248020,197861,247945,197881,226.50,18.61,0.00,64.69
384167,247951,197815,247978,197889,149.62,134.59,0.00,64.69
384207,248125,197878,248017,197900,307.44,353.62,353.62,71.64
384247,248565,198038,248082,197920,710.06,850.95,0.00,71.64
384287,249308,198305,248180,197953,1380.41,1785.08,0.00,71.64
384327,250044,198603,248300,197994,2010.58,3036.53,0.00,71.64
384367,250493,198765,248427,198038,2336.59,4298.50,0.00,71.64
384407,250782,198889,248551,198081,2494.31,5434.25,0.00,71.64
384447,250961,198931,248667,198120,2539.64,6379.11,0.00,71.64
384487,251079,198980,248776,198156,2524.77,7123.10,0.00,71.64
384527,251177,199023,248881,198190,2491.62,7691.78,0.00,71.64
384567,251225,199049,248978,198223,2412.64,8083.54,0.00,71.64
384607,251300,199072,249070,198253,2363.27,8357.44,0.00,71.64
384647,251354,199092,249154,198280,2296.41,8523.08,0.00,71.64
384687,249908,198504,249172,198281,807.89,7464.77,0.00,71.64
384727,247500,197550,249085,198241,-1520.11,4755.73,0.00,71.64
384767,246986,197367,248963,198188,-1932.41,2258.66,0.00,71.64
384807,247100,197406,248882,198152,-1727.48,424.94,0.00,71.64
384847,247419,197548,248897,198156,-1338.06,-730.50,0.00,71.64
384887,247738,197666,248946,198172,-968.11,-1358.89,0.00,71.64
384927,248231,197883,249012,198196,-451.36,-1448.20,0.00,71.64
384967,248484,197989,249076,198219,-188.44,-1309.31,0.00,71.64
385007,248313,197911,249118,198232,-341.47,-1320.62,0.00,71.64
385047,248158,197848,249133,198234,-471.64,-1433.81,0.00,71.64
385087,248284,197878,249140,198234,-328.36,-1409.73,0.00,71.64
385127,248510,197970,249159,198238,-97.23,-1205.57,0.00,71.64
385167,248841,198095,249195,198249,222.08,-786.80,0.00,71.64
385207,249222,198263,249239,198265,572.92,-171.10,0.00,71.64
385247,249504,198381,249276,198278,812.17,512.86,0.00,71.64
385287,249742,198482,249294,198285,997.66,1208.41,1208.41,67.42
385327,250012,198553,249292,198283,1204.27,1930.14,0.00,67.42
385367,250247,198641,249283,198278,1367.30,2637.95,0.00,67.42
385407,250451,198715,249269,198271,1492.73,3304.55,0.00,67.42
385447,250663,198801,249257,198266,1619.50,3939.24,0.00,67.42
385487,250839,198873,249248,198262,1705.72,4515.97,0.00,67.42
385527,251070,198973,249244,198260,1839.88,5084.67,0.00,67.42
385567,251169,199007,249241,198258,1841.94,5541.29,0.00,67.42
385607,249380,198292,249165,198227,50.30,4473.27,0.00,67.42
385647,247314,197481,249003,198163,-1914.92,2046.68,0.00,67.42
385687,246905,197322,248883,198115,-2207.72,-128.83,0.00,67.42
385727,246988,197354,248862,198107,-2018.48,-1717.85,0.00,67.42
385767,247254,197462,248873,198111,-1664.86,-2706.17,0.00,67.42
385807,247596,197619,248893,198120,-1256.72,-3170.31,0.00,67.42
385847,248230,197856,248925,198132,-591.58,-3009.51,0.00,67.42
385887,248571,197992,248959,198145,-238.05,-2598.05,0.00,67.42
385927,248515,197951,248970,198148,-279.34,-2301.91,0.00,67.42
385957,248298,197853,248963,198142,-471.53,-2218.76,0.00,67.42
385997,248339,197868,248964,198141,-409.00,-2102.20,0.00,67.42
386037,248580,197965,248980,198145,-159.59,-1809.44,0.00,67.42
386077,248789,198060,249001,198153,46.94,-1410.00,0.00,67.42
386117,249043,198151,249022,198160,285.89,-899.29,0.00,67.42
386157,249231,198234,249038,198165,450.20,-359.27,0.00,67.42
386197,249361,198297,249043,198167,551.19,153.54,0.00,67.42
386237,249539,198360,249045,198166,692.73,677.02,0.00,67.42
386277,249686,198425,249042,198164,797.75,1179.81,1179.81,65.40
386317,249843,198480,249036,198161,907.02,1669.46,0.00,65.40
386357,249951,198530,249024,198156,964.27,2106.98,0.00,65.40
386397,250098,198583,249010,198151,1055.70,2530.15,0.00,65.40
386437,250255,198636,248993,198144,1152.06,2945.77,0.00,65.40
386477,249557,198366,248942,198124,431.36,2701.70,0.00,65.40
386517,247428,197524,248796,198066,-1612.77,871.15,0.00,65.40
386557,246627,197224,248615,197995,-2293.08,-1137.54,0.00,65.40
386597,246570,197189,248502,197951,-2232.58,-2696.10,0.00,65.40
386637,246792,197279,248481,197943,-1910.05,-3684.92,0.00,65.40
386677,247032,197373,248486,197945,-1586.55,-4217.17,0.00,65.40
386717,247363,197511,248501,197951,-1192.77,-4327.95,0.00,65.40
386757,247666,197628,248518,197958,-845.28,-4138.58,0.00,65.40
386797,247650,197606,248520,197957,-818.22,-3965.44,0.00,65.40
386837,247564,197564,248493,197945,-859.00,-3859.55,0.00,65.40
386877,247624,197589,248456,197929,-759.05,-3694.88,0.00,65.40
386917,247805,197655,248427,197918,-549.14,-3395.22,0.00,65.40
386957,248071,197765,248418,197914,-268.98,-2931.36,0.00,65.40
386997,248313,197871,248417,197914,-25.64,-2365.60,0.00,65.40
387037,248559,197958,248416,197914,209.34,-1725.01,0.00,65.40
387077,248878,198083,248420,197915,501.92,-978.47,0.00,65.40
387117,249139,198177,248424,197916,724.78,-202.95,0.00,65.40
387157,249312,198257,248427,197917,852.89,519.95,0.00,65.40
387197,249432,198294,248430,197917,924.25,1155.36,1155.36,65.40
387237,249510,198324,248429,197915,952.14,1686.00,0.00,65.40
387277,249593,198348,248425,197912,983.39,2135.51,0.00,65.40
387317,249764,198419,248422,197910,1096.67,2585.75,0.00,65.40
387357,249983,198493,248423,197908,1249.89,3068.51,0.00,65.40
387397,249885,198450,248414,197903,1094.30,3330.25,0.00,65.40
387437,247907,197668,248320,197864,-839.52,1992.59,0.00,65.40
387477,246865,197250,248213,197819,-1787.44,164.12,0.00,65.40
387517,246755,197204,248186,197807,-1802.56,-1310.76,0.00,65.40
387557,246929,197282,248198,197809,-1547.14,-2286.32,0.00,65.40
387597,247187,197378,248223,197817,-1224.69,-2808.80,0.00,65.40
387637,247437,197474,248248,197824,-925.95,-2987.81,0.00,65.40
387677,247787,197620,248279,197834,-547.16,-2827.97,0.00,65.40
387717,247776,197607,248295,197838,-530.25,-2686.58,0.00,65.40
387757,247632,197551,248294,197835,-640.53,-2661.69,0.00,65.40
387797,247555,197518,248290,197831,-681.66,-2674.67,0.00,65.40
387837,247697,197573,248295,197832,-512.67,-2549.88,0.00,65.40
387877,247961,197672,248309,197835,-236.23,-2228.89,0.00,65.40
387917,248236,197775,248326,197840,36.83,-1753.65,0.00,65.40
387957,248533,197884,248345,197845,317.14,-1149.21,0.00,65.40
387997,248812,197989,248364,197849,566.33,-466.30,0.00,65.40
388037,249053,198074,248384,197854,766.97,240.53,0.00,65.40
388077,249226,198147,248398,197857,892.97,906.80,0.00,65.40
388117,249378,198194,248408,197857,992.72,1519.62,1519.62,61.38
388157,249543,198251,248417,197857,1099.83,2095.56,0.00,61.38
388197,249658,198306,248426,197858,1154.09,2599.72,0.00,61.38
388237,249759,198347,248436,197858,1192.34,3033.65,0.00,61.38
388277,249940,198419,248450,197861,1304.67,3470.66,0.00,61.38
388317,249680,198298,248446,197856,992.44,3570.48,0.00,61.38
388357,247709,197506,248356,197817,-929.64,2112.67,0.00,61.38
388397,246803,197156,248232,197765,-1743.86,295.05,0.00,61.38
388437,246740,197133,248186,197744,-1716.52,-1137.17,0.00,61.38
388477,246954,197235,248189,197743,-1427.39,-2051.65,0.00,61.38
388517,247220,197341,248208,197749,-1103.33,-2523.98,0.00,61.38
388557,247571,197495,248233,197757,-714.72,-2590.96,0.00,61.38
388597,247839,197600,248259,197766,-424.38,-2412.27,0.00,61.38
388637,247757,197553,248272,197769,-481.06,-2314.67,0.00,61.38
388677,247576,197476,248264,197764,-628.95,-2354.90,0.00,61.38
388717,247523,197453,248254,197757,-647.86,-2402.20,0.00,61.38
388757,247650,197510,248254,197756,-494.81,-2317.61,0.00,61.38
388797,247869,197603,248267,197759,-262.02,-2063.70,0.00,61.38
388837,248118,197701,248284,197764,-12.36,-1660.85,0.00,61.38
388877,248377,197796,248300,197769,234.31,-1141.23,0.00,61.38
388917,248660,197911,248317,197775,491.45,-519.82,0.00,61.38
388957,248853,197989,248330,197779,650.23,104.33,0.00,61.38
388997,248953,198023,248336,197780,712.72,653.64,0.00,61.38
389037,249043,198063,248335,197780,762.58,1132.97,1132.97,64.00
389077,249146,198080,248332,197777,822.30,1564.22,0.00,64.00
389117,249302,198163,248329,197776,929.38,1994.87,0.00,64.00
389157,249267,198142,248318,197771,849.66,2275.62,0.00,64.00
389197,247930,197620,248249,197744,-462.97,1450.12,0.00,64.00
389237,246622,197097,248124,197694,-1682.42,-185.84,0.00,64.00
389277,246274,196966,247977,197636,-1928.91,-1691.80,0.00,64.00
389317,246338,196998,247843,197584,-1771.66,-2770.76,0.00,64.00
389357,246589,197092,247798,197567,-1444.62,-3372.31,0.00,64.00
389397,246848,197199,247800,197569,-1126.34,-3598.92,0.00,64.00
389437,247221,197320,247820,197577,-715.67,-3451.68,0.00,64.00
389477,247355,197364,247836,197582,-552.59,-3203.42,0.00,64.00
389517,247166,197314,247833,197581,-704.52,-3126.34,0.00,64.00
389557,247088,197276,247814,197572,-743.39,-3095.79,0.00,64.00
389597,247156,197302,247787,197560,-641.62,-2989.93,0.00,64.00
389637,247323,197341,247769,197551,-450.89,-2752.66,0.00,64.00
389677,247570,197451,247769,197550,-193.70,-2357.09,0.00,64.00
389717,247803,197537,247780,197554,37.33,-1855.81,0.00,64.00
389757,248031,197625,247796,197558,252.06,-1283.00,0.00,64.00
389797,248255,197713,247811,197563,452.27,-664.58,0.00,64.00
389837,248449,197794,247824,197567,613.95,-40.51,0.00,64.00
389877,248595,197861,247833,197569,721.95,545.16,0.00,64.00
389917,248683,197901,247834,197569,769.45,1051.69,1051.69,65.93
389957,248822,197954,247833,197567,863.03,1531.78,0.00,65.93
389997,248921,197989,247831,197566,913.92,1956.56,0.00,65.93
390037,247764,197519,247780,197544,-230.92,1380.51,0.00,65.93
390077,246323,196949,247667,197499,-1588.33,-166.25,0.00,65.93
390117,245897,196785,247531,197444,-1913.61,-1663.89,0.00,65.93
390157,245938,196809,247398,197391,-1778.98,-2754.30,0.00,65.93
390197,246122,196881,247326,197361,-1515.23,-3415.63,0.00,65.93
390237,246361,196972,247315,197356,-1212.42,-3702.44,0.00,65.93
390267,246678,197099,247331,197361,-850.66,-3642.48,0.00,65.93
390307,246815,197153,247350,197368,-677.97,-3456.36,0.00,65.93
390347,246747,197108,247357,197368,-708.67,-3332.02,0.00,65.93
390387,246720,197090,247352,197364,-698.89,-3224.73,0.00,65.93
390427,246722,197100,247332,197355,-662.05,-3109.42,0.00,65.93
390467,247005,197211,247318,197349,-360.09,-2775.61,0.00,65.93
390507,247196,197290,247319,197348,-160.64,-2349.00,0.00,65.93
390547,247378,197380,247330,197352,20.30,-1862.96,0.00,65.93
390587,247625,197484,247349,197359,253.94,-1287.22,0.00,65.93
390627,247894,197582,247372,197369,496.80,-632.34,0.00,65.93
390667,248031,197648,247391,197377,602.11,-24.18,0.00,65.93
390707,248314,197744,247411,197385,840.86,653.34,0.00,65.93
390747,248691,197863,247437,197395,1156.97,1448.25,1448.25,67.61
390787,249014,197982,247468,197405,1405.97,2283.37,0.00,67.61
390827,249182,198044,247497,197415,1495.27,3022.91,0.00,67.61
390867,249378,198138,247528,197427,1606.70,3703.69,0.00,67.61
390907,249362,198128,247556,197436,1511.17,4171.89,0.00,67.61
390947,247589,197412,247506,197414,-248.73,3138.52,0.00,67.61
390987,246224,196880,247398,197370,-1533.05,1284.38,0.00,67.61
391027,245921,196766,247325,197339,-1744.25,-367.89,0.00,67.61
391067,246047,196818,247314,197334,-1537.34,-1524.19,0.00,67.61
391107,246252,196900,247328,197339,-1265.72,-2231.93,0.00,67.61
391147,246469,197009,247349,197347,-996.28,-2582.57,0.00,67.61
391187,246790,197135,247376,197357,-641.52,-2579.27,0.00,67.61
391227,246929,197190,247398,197366,-477.39,-2445.33,0.00,67.61
391267,246820,197148,247404,197368,-557.08,-2401.92,0.00,67.61
391307,246750,197131,247402,197367,-595.72,-2398.11,0.00,67.61
391347,246783,197153,247403,197369,-534.58,-2346.15,0.00,67.61
391387,246962,197227,247413,197374,-337.80,-2147.16,0.00,67.61
391427,247249,197339,247434,197384,-48.25,-1756.33,0.00,67.61
